phy_filename	transcript_id	gene_name	chromosome	haplotype_group	overall_cds_start_1based	overall_cds_end_1based	spliced_cds_length	cds_segment_coords_1based
group0_CYTH3_ENSG00000008256.17_ENST00000350796.8_chr7_cds_start6164947_cds_end6272507_inv_start5989046_inv_end6735643.phy.gz	ENST00000350796.8	CYTH3	7	0	6164947	6272507	1197	6272474-6272507;6190449-6190531;6187657-6187721;6187050-6187116;6177823-6177941;6173653-6173733;6171202-6171314;6170830-6170978;6170535-6170646;6165734-6165810;6165545-6165616;6165273-6165427;6164947-6165016
group0_ZNF316_ENSG00000205903.7_ENST00000382252.6_chr7_cds_start6642410_cds_end6654608_inv_start5989046_inv_end6735643.phy.gz	ENST00000382252.6	ZNF316	7	0	6642410	6654608	3012	6642410-6642764;6642964-6643073;6643822-6643948;6644480-6644593;6652303-6654608
group0_ZNF12_ENSG00000164631.19_ENST00000405858.6_chr7_cds_start6690851_cds_end6705173_inv_start5989046_inv_end6735643.phy.gz	ENST00000405858.6	ZNF12	7	0	6690851	6705173	2091	6705159-6705173;6697685-6697811;6697339-6697434;6690851-6692703
group0_ANKRD61_ENSG00000157999.6_ENST00000409061.2_chr7_cds_start6031376_cds_end6036383_inv_start5989046_inv_end6735643.phy.gz	ENST00000409061.2	ANKRD61	7	0	6031376	6036383	1254	6031376-6031591;6032839-6032936;6035444-6036383
group0_GRID2IP_ENSG00000215045.9_ENST00000457091.3_chr7_cds_start6497777_cds_end6551436_inv_start5989046_inv_end6735643.phy.gz	ENST00000457091.3	GRID2IP	7	0	6497777	6551436	3633	6551008-6551436;6539718-6539872;6526521-6526769;6526224-6526309;6521888-6521957;6521429-6521523;6520578-6520761;6514375-6514529;6510908-6511039;6510609-6510706;6510283-6510400;6508958-6509313;6507985-6508401;6505820-6505907;6504793-6504870;6503491-6503687;6503008-6503163;6502786-6502872;6501989-6502118;6501781-6501899;6498064-6498228;6497777-6497845
group0_ZNF853_ENSG00000236609.4_ENST00000457543.4_chr7_cds_start6616175_cds_end6622968_inv_start5989046_inv_end6735643.phy.gz	ENST00000457543.4	ZNF853	7	0	6616175	6622968	1977	6616175-6616186;6617190-6617307;6621122-6622968
group0_SMIM10L3_ENSG00000286075.3_ENST00000578372.2_chr7_cds_start6331218_cds_end6348758_inv_start5989046_inv_end6735643.phy.gz	ENST00000578372.2	SMIM10L3	7	0	6331218	6348758	204	6348573-6348758;6331218-6331235
group1_EIF2AK1_ENSG00000086232.13_ENST00000199389.11_chr7_cds_start6024676_cds_end6059083_inv_start5989046_inv_end6735643.phy.gz	ENST00000199389.11	EIF2AK1	7	1	6024676	6059083	1890	6058966-6059083;6054546-6054704;6049912-6050045;6048807-6048844;6046992-6047091;6046071-6046151;6044562-6044661;6042933-6042993;6040892-6041219;6038560-6038671;6037424-6037524;6028918-6029032;6028615-6028697;6026728-6026961;6024676-6024801
group1_AIMP2_ENSG00000106305.10_ENST00000223029.8_chr7_cds_start6009364_cds_end6023688_inv_start5989046_inv_end6735643.phy.gz	ENST00000223029.8	AIMP2	7	1	6009364	6023688	960	6009364-6009498;6015146-6015352;6017814-6018045;6023303-6023688
group1_KDELR2_ENSG00000136240.10_ENST00000258739.9_chr7_cds_start6463144_cds_end6484057_inv_start5989046_inv_end6735643.phy.gz	ENST00000258739.9	KDELR2	7	1	6463144	6484057	636	6483967-6484057;6474184-6474284;6469596-6469754;6466071-6466323;6463144-6463175
group1_DAGLB_ENSG00000164535.15_ENST00000297056.11_chr7_cds_start6409840_cds_end6447842_inv_start5989046_inv_end6735643.phy.gz	ENST00000297056.11	DAGLB	7	1	6409840	6447842	2016	6447748-6447842;6445953-6446104;6436362-6436533;6434762-6435020;6432837-6432959;6430480-6430607;6425988-6426114;6424752-6424835;6421727-6421804;6416841-6416921;6416627-6416754;6412966-6413034;6412811-6412883;6410130-6410380;6409840-6410035
group1_USP42_ENSG00000106346.12_ENST00000306177.10_chr7_cds_start6111134_cds_end6159454_inv_start5989046_inv_end6735643.phy.gz	ENST00000306177.10	USP42	7	1	6111134	6159454	3948	6111134-6111374;6115323-6115523;6135841-6135951;6139092-6139194;6140128-6140195;6140914-6140984;6142932-6143014;6144085-6144196;6145516-6145656;6146148-6146248;6147739-6147892;6149583-6150302;6150412-6150506;6153756-6155195;6156754-6157055;6159450-6159454
group1_FAM220A_ENSG00000178397.13_ENST00000313324.9_chr7_cds_start6330378_cds_end6331154_inv_start5989046_inv_end6735643.phy.gz	ENST00000313324.9	FAM220A	7	1	6330378	6331154	777	6330378-6331154
group1_ZDHHC4_ENSG00000136247.15_ENST00000335965.11_chr7_cds_start6580562_cds_end6588907_inv_start5989046_inv_end6735643.phy.gz	ENST00000335965.11	ZDHHC4	7	1	6580562	6588907	1032	6580562-6580678;6581607-6581680;6582073-6582251;6583306-6583431;6585016-6585260;6588617-6588907
group1_INTS15_ENSG00000146576.13_ENST00000344417.10_chr7_cds_start6590284_cds_end6608158_inv_start5989046_inv_end6735643.phy.gz	ENST00000344417.10	INTS15	7	1	6590284	6608158	1347	6590284-6590475;6591646-6591867;6594435-6594600;6599829-6600356;6602101-6602140;6607960-6608158
group1_RAC1_ENSG00000136238.20_ENST00000348035.9_chr7_cds_start6374736_cds_end6402443_inv_start5989046_inv_end6735643.phy.gz	ENST00000348035.9	RAC1	7	1	6374736	6402443	576	6374736-6374770;6387212-6387283;6391924-6392041;6400126-6400188;6401868-6402027;6402316-6402443
group1_CYTH3_ENSG00000008256.17_ENST00000350796.8_chr7_cds_start6164947_cds_end6272507_inv_start5989046_inv_end6735643.phy.gz	ENST00000350796.8	CYTH3	7	1	6164947	6272507	1197	6272474-6272507;6190449-6190531;6187657-6187721;6187050-6187116;6177823-6177941;6173653-6173733;6171202-6171314;6170830-6170978;6170535-6170646;6165734-6165810;6165545-6165616;6165273-6165427;6164947-6165016
group1_ZNF316_ENSG00000205903.7_ENST00000382252.6_chr7_cds_start6642410_cds_end6654608_inv_start5989046_inv_end6735643.phy.gz	ENST00000382252.6	ZNF316	7	1	6642410	6654608	3012	6642410-6642764;6642964-6643073;6643822-6643948;6644480-6644593;6652303-6654608
group1_ZNF12_ENSG00000164631.19_ENST00000405858.6_chr7_cds_start6690851_cds_end6705173_inv_start5989046_inv_end6735643.phy.gz	ENST00000405858.6	ZNF12	7	1	6690851	6705173	2091	6705159-6705173;6697685-6697811;6697339-6697434;6690851-6692703
group1_ANKRD61_ENSG00000157999.6_ENST00000409061.2_chr7_cds_start6031376_cds_end6036383_inv_start5989046_inv_end6735643.phy.gz	ENST00000409061.2	ANKRD61	7	1	6031376	6036383	1254	6031376-6031591;6032839-6032936;6035444-6036383
group1_GRID2IP_ENSG00000215045.9_ENST00000457091.3_chr7_cds_start6497777_cds_end6551436_inv_start5989046_inv_end6735643.phy.gz	ENST00000457091.3	GRID2IP	7	1	6497777	6551436	3633	6551008-6551436;6539718-6539872;6526521-6526769;6526224-6526309;6521888-6521957;6521429-6521523;6520578-6520761;6514375-6514529;6510908-6511039;6510609-6510706;6510283-6510400;6508958-6509313;6507985-6508401;6505820-6505907;6504793-6504870;6503491-6503687;6503008-6503163;6502786-6502872;6501989-6502118;6501781-6501899;6498064-6498228;6497777-6497845
group1_ZNF853_ENSG00000236609.4_ENST00000457543.4_chr7_cds_start6616175_cds_end6622968_inv_start5989046_inv_end6735643.phy.gz	ENST00000457543.4	ZNF853	7	1	6616175	6622968	1977	6616175-6616186;6617190-6617307;6621122-6622968
group1_SMIM10L3_ENSG00000286075.3_ENST00000578372.2_chr7_cds_start6331218_cds_end6348758_inv_start5989046_inv_end6735643.phy.gz	ENST00000578372.2	SMIM10L3	7	1	6331218	6348758	204	6348573-6348758;6331218-6331235
group0_ZNF92_ENSG00000146757.14_ENST00000328747.12_chr7_cds_start65373998_cds_end65399872_inv_start65219157_inv_end65531823.phy.gz	ENST00000328747.12	ZNF92	7	0	65373998	65399872	1758	65373998-65374000;65387902-65388028;65388806-65388901;65398341-65399872
group1_ZNF92_ENSG00000146757.14_ENST00000328747.12_chr7_cds_start65373998_cds_end65399872_inv_start65219157_inv_end65531823.phy.gz	ENST00000328747.12	ZNF92	7	1	65373998	65399872	1758	65373998-65374000;65387902-65388028;65388806-65388901;65398341-65399872
group0_RFC2_ENSG00000049541.11_ENST00000055077.8_chr7_cds_start74232109_cds_end74254383_inv_start73113989_inv_end74799029.phy.gz	ENST00000055077.8	RFC2	7	0	74232109	74254383	1062	74254271-74254383;74252429-74252498;74249739-74249780;74249012-74249118;74246662-74246763;74243146-74243246;74239938-74240095;74238923-74238988;74237362-74237442;74235532-74235645;74232109-74232216
group0_ABHD11_ENSG00000106077.19_ENST00000222800.8_chr7_cds_start73736562_cds_end73738770_inv_start73113989_inv_end74799029.phy.gz	ENST00000222800.8	ABHD11	7	0	73736562	73738770	918	73738646-73738770;73738328-73738463;73737562-73737735;73737221-73737391;73736929-73737110;73736562-73736691
group0_STX1A_ENSG00000106089.12_ENST00000222812.8_chr7_cds_start73700410_cds_end73719631_inv_start73113989_inv_end74799029.phy.gz	ENST00000222812.8	STX1A	7	0	73700410	73719631	864	73719602-73719631;73709045-73709122;73708589-73708688;73705150-73705224;73704350-73704423;73704148-73704256;73703755-73703828;73702845-73702982;73700730-73700840;73700410-73700484
group0_BCL7B_ENSG00000106635.8_ENST00000223368.7_chr7_cds_start73537301_cds_end73557578_inv_start73113989_inv_end74799029.phy.gz	ENST00000223368.7	BCL7B	7	0	73537301	73557578	606	73557487-73557578;73552167-73552242;73543548-73543644;73539882-73540052;73537934-73538013;73537301-73537390
group0_CLIP2_ENSG00000106665.16_ENST00000223398.11_chr7_cds_start74317547_cds_end74403845_inv_start73113989_inv_end74799029.phy.gz	ENST00000223398.11	CLIP2	7	0	74317547	74403845	3138	74317547-74317667;74338448-74339004;74353880-74354004;74356410-74356623;74357280-74357477;74360175-74360278;74364255-74364315;74372932-74373036;74375887-74376822;74380806-74380863;74386521-74386604;74389103-74389259;74397074-74397233;74400370-74400555;74401505-74401567;74403837-74403845
group0_ELN_ENSG00000049540.19_ENST00000252034.12_chr7_cds_start74028188_cds_end74068697_inv_start73113989_inv_end74799029.phy.gz	ENST00000252034.12	ELN	7	0	74028188	74068697	2172	74028188-74028269;74035364-74035414;74036555-74036584;74037707-74037739;74041216-74041251;74042614-74042706;74042984-74043034;74043118-74043168;74043879-74043920;74045222-74045293;74046188-74046217;74046696-74046767;74047675-74047716;74048142-74048201;74048503-74048556;74051750-74051839;74051924-74051983;74053163-74053309;74054716-74054769;74056271-74056435;74056672-74056713;74057640-74057696;74059886-74060047;74060140-74060184;74060376-74060501;74061101-74061139;74063153-74063224;74063310-74063369;74063621-74063695;74065694-74065732;74065944-74065997;74066732-74066776;74068657-74068697
group0_FKBP6_ENSG00000077800.13_ENST00000252037.5_chr7_cds_start73328429_cds_end73342894_inv_start73113989_inv_end74799029.phy.gz	ENST00000252037.5	FKBP6	7	0	73328429	73342894	981	73328429-73328485;73328575-73328692;73329360-73329449;73330150-73330352;73331657-73331776;73340638-73340832;73341273-73341382;73342807-73342894
group0_EIF4H_ENSG00000106682.16_ENST00000265753.13_chr7_cds_start74174384_cds_end74195305_inv_start73113989_inv_end74799029.phy.gz	ENST00000265753.13	EIF4H	7	0	74174384	74195305	744	74174384-74174442;74187611-74187798;74189673-74189737;74189822-74189918;74190247-74190306;74194741-74194878;74195169-74195305
group0_BUD23_ENSG00000071462.13_ENST00000265758.7_chr7_cds_start73683626_cds_end73697883_inv_start73113989_inv_end74799029.phy.gz	ENST00000265758.7	BUD23	7	0	73683626	73697883	843	73683626-73683673;73683767-73683804;73686636-73686731;73686818-73686900;73686999-73687095;73690916-73691012;73692596-73692646;73693329-73693414;73693624-73693669;73693992-73694050;73697605-73697694;73697832-73697883
group0_NCF1_ENSG00000158517.16_ENST00000289473.11_chr7_cds_start74774032_cds_end74789157_inv_start73113989_inv_end74799029.phy.gz	ENST00000289473.11	NCF1	7	0	74774032	74789157	1170	74774032-74774103;74777267-74777347;74779082-74779157;74779257-74779422;74780780-74780835;74782939-74783061;74783525-74783632;74785182-74785299;74787984-74788088;74788559-74788704;74789039-74789157
group0_METTL27_ENSG00000165171.11_ENST00000297873.9_chr7_cds_start73834746_cds_end73842140_inv_start73113989_inv_end74799029.phy.gz	ENST00000297873.9	METTL27	7	0	73834746	73842140	735	73842018-73842140;73841070-73841198;73840414-73840549;73840031-73840120;73834746-73835002
group0_TBL2_ENSG00000106638.18_ENST00000305632.11_chr7_cds_start73570510_cds_end73578549_inv_start73113989_inv_end74799029.phy.gz	ENST00000305632.11	TBL2	7	0	73570510	73578549	1341	73578420-73578549;73574383-73574513;73573938-73574122;73573320-73573471;73572844-73572970;73571189-73571341;73570510-73570972
group0_MLXIPL_ENSG00000009950.16_ENST00000313375.8_chr7_cds_start73593868_cds_end73624492_inv_start73113989_inv_end74799029.phy.gz	ENST00000313375.8	MLXIPL	7	0	73593868	73624492	2556	73624200-73624492;73616071-73616177;73607590-73607672;73607331-73607420;73606974-73607018;73605910-73606111;73605688-73605768;73599526-73599695;73597182-73597713;73596865-73596932;73596639-73596789;73596364-73596479;73596153-73596272;73595842-73595969;73595637-73595760;73594274-73594403;73593868-73593983
group0_TMEM270_ENSG00000175877.4_ENST00000320531.3_chr7_cds_start73861195_cds_end73865870_inv_start73113989_inv_end74799029.phy.gz	ENST00000320531.3	TMEM270	7	0	73861195	73865870	795	73861195-73861266;73864993-73865421;73865577-73865870
group0_VPS37D_ENSG00000176428.6_ENST00000324941.5_chr7_cds_start73667959_cds_end73671373_inv_start73113989_inv_end74799029.phy.gz	ENST00000324941.5	VPS37D	7	0	73667959	73671373	753	73667959-73668096;73669419-73669590;73670020-73670102;73671014-73671373
group0_TRIM50_ENSG00000146755.11_ENST00000333149.7_chr7_cds_start73312924_cds_end73324787_inv_start73113989_inv_end74799029.phy.gz	ENST00000333149.7	TRIM50	7	0	73312924	73324787	1461	73324389-73324787;73320147-73320242;73318822-73319052;73318687-73318709;73316565-73316689;73312924-73313510
group0_LIMK1_ENSG00000106683.15_ENST00000336180.7_chr7_cds_start74083991_cds_end74121298_inv_start73113989_inv_end74799029.phy.gz	ENST00000336180.7	LIMK1	7	0	74083991	74121298	1941	74083991-74084045;74085748-74085844;74096622-74096760;74097080-74097189;74099032-74099238;74105875-74105980;74106077-74106243;74107010-74107193;74107871-74107957;74108905-74109036;74111648-74111707;74111933-74111998;74115802-74115958;74120583-74120638;74120892-74121049;74121139-74121298
group0_BAZ1B_ENSG00000009954.11_ENST00000339594.9_chr7_cds_start73442199_cds_end73521933_inv_start73113989_inv_end74799029.phy.gz	ENST00000339594.9	BAZ1B	7	0	73442199	73521933	4449	73521827-73521933;73510736-73510852;73508327-73508471;73498497-73498698;73492800-73492921;73489194-73489391;73476868-73478569;73470345-73470483;73469517-73469650;73466296-73466401;73465439-73465537;73462922-73463099;73459536-73459718;73450847-73450994;73449542-73449689;73447264-73447379;73443984-73444129;73442725-73442828;73442199-73442553
group0_CLDN4_ENSG00000189143.10_ENST00000340958.4_chr7_cds_start73831202_cds_end73831828_inv_start73113989_inv_end74799029.phy.gz	ENST00000340958.4	CLDN4	7	0	73831202	73831828	627	73831202-73831828
group0_FZD9_ENSG00000188763.5_ENST00000344575.5_chr7_cds_start73434008_cds_end73435780_inv_start73113989_inv_end74799029.phy.gz	ENST00000344575.5	FZD9	7	0	73434008	73435780	1773	73434008-73435780
group0_CLDN3_ENSG00000165215.6_ENST00000395145.3_chr7_cds_start73769390_cds_end73770049_inv_start73113989_inv_end74799029.phy.gz	ENST00000395145.3	CLDN3	7	0	73769390	73770049	660	73769390-73770049
group0_DNAJC30_ENSG00000176410.8_ENST00000395176.3_chr7_cds_start73682746_cds_end73683423_inv_start73113989_inv_end74799029.phy.gz	ENST00000395176.3	DNAJC30	7	0	73682746	73683423	678	73682746-73683423
group0_GTF2IRD1_ENSG00000006704.11_ENST00000424337.7_chr7_cds_start74508081_cds_end74602430_inv_start73113989_inv_end74799029.phy.gz	ENST00000424337.7	GTF2IRD1	7	0	74508081	74602430	2832	74508081-74508203;74512830-74512971;74515441-74515596;74518139-74518322;74519409-74519719;74521208-74521297;74524071-74524154;74529734-74529917;74535113-74535138;74536167-74536275;74538136-74538173;74538680-74538760;74539879-74539968;74544755-74544802;74545744-74545809;74547103-74547286;74555174-74555223;74555438-74555494;74557639-74557722;74558861-74559044;74559627-74559655;74589851-74589928;74590825-74591017;74595014-74595051;74601044-74601180;74602365-74602430
group0_NSUN5_ENSG00000130305.17_ENST00000438747.7_chr7_cds_start73303418_cds_end73308790_inv_start73113989_inv_end74799029.phy.gz	ENST00000438747.7	NSUN5	7	0	73303418	73308790	1398	73308698-73308790;73308431-73308553;73307583-73307757;73307394-73307502;73304959-73305097;73304747-73304862;73304230-73304408;73303826-73304036;73303600-73303740;73303418-73303529
group0_LAT2_ENSG00000086730.17_ENST00000460943.6_chr7_cds_start74215976_cds_end74224739_inv_start73113989_inv_end74799029.phy.gz	ENST00000460943.6	LAT2	7	0	74215976	74224739	729	74215976-74216069;74216825-74216864;74219744-74219787;74219960-74220008;74220217-74220254;74220584-74220619;74220704-74220734;74221637-74221692;74223724-74223783;74224018-74224197;74224639-74224739
group0_GTF2I_ENSG00000263001.8_ENST00000573035.6_chr7_cds_start74689129_cds_end74758835_inv_start73113989_inv_end74799029.phy.gz	ENST00000573035.6	GTF2I	7	0	74689129	74758835	2994	74689129-74689227;74690973-74691111;74698961-74699095;74700247-74700430;74700606-74700634;74705164-74705218;74706390-74706433;74711032-74711109;74714857-74714916;74716894-74716950;74718879-74718941;74728786-74728896;74730229-74730294;74732479-74732662;74733923-74733981;74735461-74735532;74736500-74736683;74738045-74738103;74743449-74743520;74744758-74744941;74745883-74745941;74746337-74746411;74748015-74748116;74749025-74749090;74749268-74749451;74751361-74751416;74752090-74752170;74753094-74753177;74753846-74754029;74755509-74755537;74756820-74756861;74757959-74758000;74758780-74758835
group1_RFC2_ENSG00000049541.11_ENST00000055077.8_chr7_cds_start74232109_cds_end74254383_inv_start73113989_inv_end74799029.phy.gz	ENST00000055077.8	RFC2	7	1	74232109	74254383	1062	74254271-74254383;74252429-74252498;74249739-74249780;74249012-74249118;74246662-74246763;74243146-74243246;74239938-74240095;74238923-74238988;74237362-74237442;74235532-74235645;74232109-74232216
group1_ABHD11_ENSG00000106077.19_ENST00000222800.8_chr7_cds_start73736562_cds_end73738770_inv_start73113989_inv_end74799029.phy.gz	ENST00000222800.8	ABHD11	7	1	73736562	73738770	918	73738646-73738770;73738328-73738463;73737562-73737735;73737221-73737391;73736929-73737110;73736562-73736691
group1_STX1A_ENSG00000106089.12_ENST00000222812.8_chr7_cds_start73700410_cds_end73719631_inv_start73113989_inv_end74799029.phy.gz	ENST00000222812.8	STX1A	7	1	73700410	73719631	864	73719602-73719631;73709045-73709122;73708589-73708688;73705150-73705224;73704350-73704423;73704148-73704256;73703755-73703828;73702845-73702982;73700730-73700840;73700410-73700484
group1_BCL7B_ENSG00000106635.8_ENST00000223368.7_chr7_cds_start73537301_cds_end73557578_inv_start73113989_inv_end74799029.phy.gz	ENST00000223368.7	BCL7B	7	1	73537301	73557578	606	73557487-73557578;73552167-73552242;73543548-73543644;73539882-73540052;73537934-73538013;73537301-73537390
group1_CLIP2_ENSG00000106665.16_ENST00000223398.11_chr7_cds_start74317547_cds_end74403845_inv_start73113989_inv_end74799029.phy.gz	ENST00000223398.11	CLIP2	7	1	74317547	74403845	3138	74317547-74317667;74338448-74339004;74353880-74354004;74356410-74356623;74357280-74357477;74360175-74360278;74364255-74364315;74372932-74373036;74375887-74376822;74380806-74380863;74386521-74386604;74389103-74389259;74397074-74397233;74400370-74400555;74401505-74401567;74403837-74403845
group1_ELN_ENSG00000049540.19_ENST00000252034.12_chr7_cds_start74028188_cds_end74068697_inv_start73113989_inv_end74799029.phy.gz	ENST00000252034.12	ELN	7	1	74028188	74068697	2172	74028188-74028269;74035364-74035414;74036555-74036584;74037707-74037739;74041216-74041251;74042614-74042706;74042984-74043034;74043118-74043168;74043879-74043920;74045222-74045293;74046188-74046217;74046696-74046767;74047675-74047716;74048142-74048201;74048503-74048556;74051750-74051839;74051924-74051983;74053163-74053309;74054716-74054769;74056271-74056435;74056672-74056713;74057640-74057696;74059886-74060047;74060140-74060184;74060376-74060501;74061101-74061139;74063153-74063224;74063310-74063369;74063621-74063695;74065694-74065732;74065944-74065997;74066732-74066776;74068657-74068697
group1_FKBP6_ENSG00000077800.13_ENST00000252037.5_chr7_cds_start73328429_cds_end73342894_inv_start73113989_inv_end74799029.phy.gz	ENST00000252037.5	FKBP6	7	1	73328429	73342894	981	73328429-73328485;73328575-73328692;73329360-73329449;73330150-73330352;73331657-73331776;73340638-73340832;73341273-73341382;73342807-73342894
group1_EIF4H_ENSG00000106682.16_ENST00000265753.13_chr7_cds_start74174384_cds_end74195305_inv_start73113989_inv_end74799029.phy.gz	ENST00000265753.13	EIF4H	7	1	74174384	74195305	744	74174384-74174442;74187611-74187798;74189673-74189737;74189822-74189918;74190247-74190306;74194741-74194878;74195169-74195305
group1_BUD23_ENSG00000071462.13_ENST00000265758.7_chr7_cds_start73683626_cds_end73697883_inv_start73113989_inv_end74799029.phy.gz	ENST00000265758.7	BUD23	7	1	73683626	73697883	843	73683626-73683673;73683767-73683804;73686636-73686731;73686818-73686900;73686999-73687095;73690916-73691012;73692596-73692646;73693329-73693414;73693624-73693669;73693992-73694050;73697605-73697694;73697832-73697883
group1_NCF1_ENSG00000158517.16_ENST00000289473.11_chr7_cds_start74774032_cds_end74789157_inv_start73113989_inv_end74799029.phy.gz	ENST00000289473.11	NCF1	7	1	74774032	74789157	1170	74774032-74774103;74777267-74777347;74779082-74779157;74779257-74779422;74780780-74780835;74782939-74783061;74783525-74783632;74785182-74785299;74787984-74788088;74788559-74788704;74789039-74789157
group1_METTL27_ENSG00000165171.11_ENST00000297873.9_chr7_cds_start73834746_cds_end73842140_inv_start73113989_inv_end74799029.phy.gz	ENST00000297873.9	METTL27	7	1	73834746	73842140	735	73842018-73842140;73841070-73841198;73840414-73840549;73840031-73840120;73834746-73835002
group1_TBL2_ENSG00000106638.18_ENST00000305632.11_chr7_cds_start73570510_cds_end73578549_inv_start73113989_inv_end74799029.phy.gz	ENST00000305632.11	TBL2	7	1	73570510	73578549	1341	73578420-73578549;73574383-73574513;73573938-73574122;73573320-73573471;73572844-73572970;73571189-73571341;73570510-73570972
group1_MLXIPL_ENSG00000009950.16_ENST00000313375.8_chr7_cds_start73593868_cds_end73624492_inv_start73113989_inv_end74799029.phy.gz	ENST00000313375.8	MLXIPL	7	1	73593868	73624492	2556	73624200-73624492;73616071-73616177;73607590-73607672;73607331-73607420;73606974-73607018;73605910-73606111;73605688-73605768;73599526-73599695;73597182-73597713;73596865-73596932;73596639-73596789;73596364-73596479;73596153-73596272;73595842-73595969;73595637-73595760;73594274-73594403;73593868-73593983
group1_TMEM270_ENSG00000175877.4_ENST00000320531.3_chr7_cds_start73861195_cds_end73865870_inv_start73113989_inv_end74799029.phy.gz	ENST00000320531.3	TMEM270	7	1	73861195	73865870	795	73861195-73861266;73864993-73865421;73865577-73865870
group1_VPS37D_ENSG00000176428.6_ENST00000324941.5_chr7_cds_start73667959_cds_end73671373_inv_start73113989_inv_end74799029.phy.gz	ENST00000324941.5	VPS37D	7	1	73667959	73671373	753	73667959-73668096;73669419-73669590;73670020-73670102;73671014-73671373
group1_TRIM50_ENSG00000146755.11_ENST00000333149.7_chr7_cds_start73312924_cds_end73324787_inv_start73113989_inv_end74799029.phy.gz	ENST00000333149.7	TRIM50	7	1	73312924	73324787	1461	73324389-73324787;73320147-73320242;73318822-73319052;73318687-73318709;73316565-73316689;73312924-73313510
group1_LIMK1_ENSG00000106683.15_ENST00000336180.7_chr7_cds_start74083991_cds_end74121298_inv_start73113989_inv_end74799029.phy.gz	ENST00000336180.7	LIMK1	7	1	74083991	74121298	1941	74083991-74084045;74085748-74085844;74096622-74096760;74097080-74097189;74099032-74099238;74105875-74105980;74106077-74106243;74107010-74107193;74107871-74107957;74108905-74109036;74111648-74111707;74111933-74111998;74115802-74115958;74120583-74120638;74120892-74121049;74121139-74121298
group1_BAZ1B_ENSG00000009954.11_ENST00000339594.9_chr7_cds_start73442199_cds_end73521933_inv_start73113989_inv_end74799029.phy.gz	ENST00000339594.9	BAZ1B	7	1	73442199	73521933	4449	73521827-73521933;73510736-73510852;73508327-73508471;73498497-73498698;73492800-73492921;73489194-73489391;73476868-73478569;73470345-73470483;73469517-73469650;73466296-73466401;73465439-73465537;73462922-73463099;73459536-73459718;73450847-73450994;73449542-73449689;73447264-73447379;73443984-73444129;73442725-73442828;73442199-73442553
group1_CLDN4_ENSG00000189143.10_ENST00000340958.4_chr7_cds_start73831202_cds_end73831828_inv_start73113989_inv_end74799029.phy.gz	ENST00000340958.4	CLDN4	7	1	73831202	73831828	627	73831202-73831828
group1_FZD9_ENSG00000188763.5_ENST00000344575.5_chr7_cds_start73434008_cds_end73435780_inv_start73113989_inv_end74799029.phy.gz	ENST00000344575.5	FZD9	7	1	73434008	73435780	1773	73434008-73435780
group1_CLDN3_ENSG00000165215.6_ENST00000395145.3_chr7_cds_start73769390_cds_end73770049_inv_start73113989_inv_end74799029.phy.gz	ENST00000395145.3	CLDN3	7	1	73769390	73770049	660	73769390-73770049
group1_DNAJC30_ENSG00000176410.8_ENST00000395176.3_chr7_cds_start73682746_cds_end73683423_inv_start73113989_inv_end74799029.phy.gz	ENST00000395176.3	DNAJC30	7	1	73682746	73683423	678	73682746-73683423
group1_GTF2IRD1_ENSG00000006704.11_ENST00000424337.7_chr7_cds_start74508081_cds_end74602430_inv_start73113989_inv_end74799029.phy.gz	ENST00000424337.7	GTF2IRD1	7	1	74508081	74602430	2832	74508081-74508203;74512830-74512971;74515441-74515596;74518139-74518322;74519409-74519719;74521208-74521297;74524071-74524154;74529734-74529917;74535113-74535138;74536167-74536275;74538136-74538173;74538680-74538760;74539879-74539968;74544755-74544802;74545744-74545809;74547103-74547286;74555174-74555223;74555438-74555494;74557639-74557722;74558861-74559044;74559627-74559655;74589851-74589928;74590825-74591017;74595014-74595051;74601044-74601180;74602365-74602430
group1_NSUN5_ENSG00000130305.17_ENST00000438747.7_chr7_cds_start73303418_cds_end73308790_inv_start73113989_inv_end74799029.phy.gz	ENST00000438747.7	NSUN5	7	1	73303418	73308790	1398	73308698-73308790;73308431-73308553;73307583-73307757;73307394-73307502;73304959-73305097;73304747-73304862;73304230-73304408;73303826-73304036;73303600-73303740;73303418-73303529
group1_LAT2_ENSG00000086730.17_ENST00000460943.6_chr7_cds_start74215976_cds_end74224739_inv_start73113989_inv_end74799029.phy.gz	ENST00000460943.6	LAT2	7	1	74215976	74224739	729	74215976-74216069;74216825-74216864;74219744-74219787;74219960-74220008;74220217-74220254;74220584-74220619;74220704-74220734;74221637-74221692;74223724-74223783;74224018-74224197;74224639-74224739
group1_GTF2I_ENSG00000263001.8_ENST00000573035.6_chr7_cds_start74689129_cds_end74758835_inv_start73113989_inv_end74799029.phy.gz	ENST00000573035.6	GTF2I	7	1	74689129	74758835	2994	74689129-74689227;74690973-74691111;74698961-74699095;74700247-74700430;74700606-74700634;74705164-74705218;74706390-74706433;74711032-74711109;74714857-74714916;74716894-74716950;74718879-74718941;74728786-74728896;74730229-74730294;74732479-74732662;74733923-74733981;74735461-74735532;74736500-74736683;74738045-74738103;74743449-74743520;74744758-74744941;74745883-74745941;74746337-74746411;74748015-74748116;74749025-74749090;74749268-74749451;74751361-74751416;74752090-74752170;74753094-74753177;74753846-74754029;74755509-74755537;74756820-74756861;74757959-74758000;74758780-74758835
