Phenotype	Q_GLOBAL	P_Value_x	P_Value_y	N_Total	N_Cases	N_Controls	Beta	OR	P_Valid	P_Source_x	OR_CI95	CI_Method	CI_Sided	CI_Valid	CI_LO_OR	CI_HI_OR	Used_Ridge	Final_Is_MLE	Used_Firth	Inference_Type	N_Total_Used	N_Cases_Used	N_Controls_Used	Model_Notes	Inversion	P_LRT_Overall	P_Overall_Valid	P_Source_y	P_Method	Sig_Global	CI_Valid_DISPLAY	CI_Method_DISPLAY	OR_CI95_DISPLAY	CI_LO_OR_DISPLAY	CI_HI_OR_DISPLAY
Nasal_congestion	0.8973252985	0.720751529	0.720751529	226232	16600	209632	-0.005517787614	0.9944974074	TRUE	lrt_mle	0.972,1.021	profile	two	TRUE	0.9722509522	1.020736753	FALSE	TRUE	FALSE	mle	226232	16600	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.720751529	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.972,1.021	0.9722509522	1.020736753
Nerve_root_lesions		0.7212787213	0.7212787213	215396	1211	214185	0.02125206983	1.021479503	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	215396	1211	214185	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Urge_incontinence	0.8973252985	0.7216743732	0.7216743732	231073	9958	221115	-0.007101966537	0.9929231928	TRUE	lrt_mle	0.964,1.027	profile	two	TRUE	0.9642873578	1.026797729	FALSE	TRUE	FALSE	mle	231073	9958	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7216743732	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.964,1.027	0.9642873578	1.026797729
Food_allergy	0.8976783441	0.7236675494	0.7236675494	183953	1380	182573	-0.01840006898	0.9817681788	TRUE	lrt_mle	0.907,1.070	profile	two	TRUE	0.9071791547	1.070053466	FALSE	TRUE	FALSE	mle	183953	1380	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7236675494	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.907,1.070	0.9071791547	1.070053466
Retinal_edema	0.8976783441	0.7239783206	0.7239783206	259147	1459	257688	-0.01820093739	0.9819636993	TRUE	lrt_mle	0.908,1.070	profile	two	TRUE	0.9079241885	1.069554367	FALSE	TRUE	FALSE	mle	259147	1459	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7239783206	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.908,1.070	0.9079241885	1.069554367
Staphylococcus	0.8976783441	0.726725254	0.726725254	255830	7729	248101	0.007712575517	1.007742394	TRUE	lrt_mle	0.970,1.040	profile	two	TRUE	0.9703511397	1.039978005	FALSE	TRUE	FALSE	mle	255830	7729	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.726725254	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.970,1.040	0.9703511397	1.039978005
Viral_pneumonia	0.8976783441	0.7279621601	0.7279621601	214377	4745	209632	0.01020773821	1.010260015	TRUE	lrt_mle	0.960,1.054	profile	two	TRUE	0.9604029651	1.053536625	FALSE	TRUE	FALSE	mle	214377	4745	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7279621601	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.960,1.054	0.9604029651	1.053536625
Symptoms_related_to_mental_disorders	0.8976783441	0.728136923	0.728136923	245623	6538	239085	-0.008588591913	0.9914481847	TRUE	lrt_mle	0.956,1.034	profile	two	TRUE	0.9555259054	1.03350589	FALSE	TRUE	FALSE	mle	245623	6538	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.728136923	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.956,1.034	0.9555259054	1.03350589
Scabies	0.8976783441	0.7284135387	0.7284135387	250002	1901	248101	-0.01595662269	0.9841700098	TRUE	lrt_mle	0.917,1.063	profile	two	TRUE	0.9173495061	1.062548887	FALSE	TRUE	FALSE	mle	250002	1901	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7284135387	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.917,1.063	0.9173495061	1.062548887
Ovarian_cyst	0.8976783441	0.7289871117	0.7289871117	239407	18292	221115	-0.005307167264	0.9947068909	TRUE	lrt_mle	0.973,1.021	profile	two	TRUE	0.9725559146	1.020742449	FALSE	TRUE	FALSE	mle	143530	18272	125258	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7289871117	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.973,1.021	0.9725559146	1.020742449
Nontraumatic_subarachnoid_hemorrhage		0.7292707293	0.7292707293	211011	1179	209832	-0.01760799432	0.9825461205	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	211011	1179	209832	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Impulse_disorders		0.7302697303	0.7302697303	240132	1047	239085	-0.0189843323	0.9811947352	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	240132	1047	239085	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Urinary_tract_infection_UTI	0.8980647033	0.7312269251	0.7312269251	271227	50112	221115	-0.003376434988	0.9966292588	TRUE	lrt_mle	0.982,1.013	profile	two	TRUE	0.9823712598	1.013341475	FALSE	TRUE	FALSE	mle	271227	50112	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7312269251	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.982,1.013	0.9823712598	1.013341475
Rheumatic_heart_disease	0.8980647033	0.7313099598	0.7313099598	219240	9408	209832	-0.007060493703	0.992964373	TRUE	lrt_mle	0.963,1.028	profile	two	TRUE	0.9633631155	1.027822993	FALSE	TRUE	FALSE	mle	219240	9408	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7313099598	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.963,1.028	0.9633631155	1.027822993
Pain_in_leg	0.9010485196	0.7347476183	0.7347476183	211502	28929	182573	-0.00425581112	0.995753232	TRUE	lrt_mle	0.978,1.017	profile	two	TRUE	0.9775143461	1.017092134	FALSE	TRUE	FALSE	mle	211502	28929	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7347476183	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.978,1.017	0.9775143461	1.017092134
Drug_induced_psychotic_disorder	0.9039194469	0.7380997721	0.7380997721	240162	1077	239085	-0.02133266944	0.9788932625	TRUE	lrt_mle	0.886,1.088	profile	two	TRUE	0.8856911897	1.087977662	FALSE	TRUE	FALSE	mle	240162	1077	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7380997721	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.886,1.088	0.8856911897	1.087977662
Fractures	0.9095706703	0.7437317226	0.7437317226	235131	47282	187849	-0.00328694916	0.9967184469	TRUE	lrt_mle	0.982,1.014	profile	two	TRUE	0.9821509652	1.013726979	FALSE	TRUE	FALSE	mle	235131	47282	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7437317226	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.982,1.014	0.9821509652	1.013726979
Threatened_premature_labor		0.7442557443	0.7442557443	361301	2422	358879	0.01472872376	1.014837726	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	209503	2422	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Squamous_blepharitis		0.7462537463	0.7462537463	259396	1708	257688	0.01467978735	1.014788065	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	259396	1708	257688	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Pseudomonas	0.9118012172	0.7465754933	0.7465754933	249930	1829	248101	0.01448286365	1.014588248	TRUE	lrt_mle	0.939,1.080	profile	two	TRUE	0.9391648283	1.080479436	FALSE	TRUE	FALSE	mle	249930	1829	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7465754933	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.939,1.080	0.9391648283	1.080479436
Pulmonary_tuberculosis	0.9121815849	0.7480902108	0.7480902108	210700	1068	209632	-0.02135337173	0.9788729974	TRUE	lrt_mle	0.881,1.093	profile	two	TRUE	0.8808664079	1.09284676	FALSE	TRUE	FALSE	mle	210700	1068	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7480902108	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.881,1.093	0.8808664079	1.09284676
Arterial_dissection		0.7482517483	0.7482517483	211252	1420	209832	0.01608085817	1.016210851	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	211252	1420	209832	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Corpus_luteum_cyst_or_hematoma		0.7492507493	0.7492507493	222367	1252	221115	-0.01729911763	0.982849653	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	126508	1250	125258	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Pyogenic_arthritis_Septic_arthritis	0.9121815849	0.7518984558	0.7518984558	190099	2250	187849	-0.01269250951	0.9873877007	TRUE	lrt_mle	0.929,1.055	profile	two	TRUE	0.9289560871	1.055212189	FALSE	TRUE	FALSE	mle	190099	2250	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7518984558	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.929,1.055	0.9289560871	1.055212189
Vitamin_B12_deficiency	0.9121815849	0.7539787111	0.7539787111	196250	3759	192491	0.009671310329	1.009718229	TRUE	lrt_mle	0.958,1.055	profile	two	TRUE	0.9580807488	1.054851145	FALSE	TRUE	FALSE	mle	196250	3759	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7539787111	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.958,1.055	0.9580807488	1.054851145
Edema	0.9121815849	0.7542114294	0.7542114294	225375	42802	182573	-0.003365386237	0.9966402703	TRUE	lrt_mle	0.981,1.015	profile	two	TRUE	0.9809787452	1.014800417	FALSE	TRUE	FALSE	mle	225375	42802	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7542114294	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.981,1.015	0.9809787452	1.014800417
Anemia_secondary_to_chronic_diseases_and_conditions	0.9121815849	0.7556877784	0.7556877784	281917	16966	264951	0.005003428895	1.005015967	TRUE	lrt_mle	0.978,1.029	profile	two	TRUE	0.9778285739	1.028986118	FALSE	TRUE	FALSE	mle	281917	16966	264951	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7556877784	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.978,1.029	0.9778285739	1.028986118
Secondary_thrombocytopenia	0.9121815849	0.7581541501	0.7581541501	267758	2807	264951	0.01126668221	1.01133039	TRUE	lrt_mle	0.950,1.066	profile	two	TRUE	0.9497566731	1.065589867	FALSE	TRUE	FALSE	mle	267758	2807	264951	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7581541501	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.950,1.066	0.9497566731	1.065589867
Fecal_incontinence_and_encopresis	0.9121815849	0.7591517371	0.7591517371	202808	6209	196599	0.00741832488	1.007445909	TRUE	lrt_mle	0.967,1.043	profile	two	TRUE	0.9670341362	1.042845731	FALSE	TRUE	FALSE	mle	202808	6209	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7591517371	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.967,1.043	0.9670341362	1.042845731
Rheumatoid_arthritis_with_rheumatoid_factor	0.9121815849	0.7593643325	0.7593643325	190200	2351	187849	-0.01228791656	0.9877872716	TRUE	lrt_mle	0.929,1.056	profile	two	TRUE	0.9291751539	1.055543571	FALSE	TRUE	FALSE	mle	190200	2351	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7593643325	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.929,1.056	0.9291751539	1.055543571
Hyperglyceridemia	0.9121815849	0.7597094213	0.7597094213	235292	42801	192491	-0.003269302827	0.9967360355	TRUE	lrt_mle	0.981,1.015	profile	two	TRUE	0.9811590867	1.014765336	FALSE	TRUE	FALSE	mle	235292	42801	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7597094213	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.981,1.015	0.9811590867	1.014765336
Post_traumatic_headache	0.9121815849	0.7597920486	0.7597920486	216602	2417	214185	0.01200494201	1.012077291	TRUE	lrt_mle	0.946,1.070	profile	two	TRUE	0.9462408118	1.069995264	FALSE	TRUE	FALSE	mle	216602	2417	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7597920486	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.946,1.070	0.9462408118	1.069995264
Glomerular_diseases	0.9121815849	0.7598268419	0.7598268419	225331	4216	221115	-0.009628602469	0.9904176041	TRUE	lrt_mle	0.944,1.044	profile	two	TRUE	0.9439303966	1.043832778	FALSE	TRUE	FALSE	mle	225331	4216	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7598268419	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.944,1.044	0.9439303966	1.043832778
Bursitis	0.9121815849	0.7599781275	0.7599781275	207479	19630	187849	-0.004444046664	0.9955658135	TRUE	lrt_mle	0.974,1.020	profile	two	TRUE	0.9744452572	1.020036011	FALSE	TRUE	FALSE	mle	207479	19630	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7599781275	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.974,1.020	0.9744452572	1.020036011
Acute_tonsillitis_and_adenoiditis	0.9121815849	0.7601513208	0.7601513208	214077	4445	209632	0.008771961034	1.008810547	TRUE	lrt_mle	0.961,1.051	profile	two	TRUE	0.96066539	1.051093424	FALSE	TRUE	FALSE	mle	214077	4445	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7601513208	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.961,1.051	0.96066539	1.051093424
Elevated_prostate_specific_antigen_PSA	0.9128069879	0.7616935268	0.7616935268	230721	9606	221115	0.006417308459	1.006437944	TRUE	lrt_mle	0.971,1.038	profile	two	TRUE	0.9712240112	1.037598243	FALSE	TRUE	FALSE	mle	105441	9584	95857	sex_restricted_to_1;sex_majority_restricted_to_1;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7616935268	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.971,1.038	0.9712240112	1.037598243
Congenital_malformations_of_heart_valves		0.7632367632	0.7632367632	370536	1427	369109	-0.01515592167	0.9849583513	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	370536	1427	369109	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Sensorineural_hearing_loss	0.915537274	0.7649959101	0.7649959101	285246	27558	257688	-0.003698872862	0.9963079595	TRUE	lrt_mle	0.978,1.017	profile	two	TRUE	0.9783518401	1.017069817	FALSE	TRUE	FALSE	mle	285246	27558	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7649959101	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.978,1.017	0.9783518401	1.017069817
Sequelae_of_cancer	0.9157359673	0.7661862455	0.7661862455	263305	6538	256767	-0.00704736921	0.9929774053	TRUE	lrt_mle	0.958,1.033	profile	two	TRUE	0.9584766386	1.03272861	FALSE	TRUE	FALSE	mle	263305	6538	256767	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7661862455	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.958,1.033	0.9584766386	1.03272861
Vascular_disorders_of_intestine	0.9157782733	0.7701143408	0.7701143408	199755	3156	196599	-0.009916624779	0.9901323828	TRUE	lrt_mle	0.941,1.047	profile	two	TRUE	0.9406360058	1.047083068	FALSE	TRUE	FALSE	mle	199755	3156	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7701143408	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.941,1.047	0.9406360058	1.047083068
Anal_fissure	0.9157782733	0.770323091	0.770323091	199835	3236	196599	0.009606562093	1.009652853	TRUE	lrt_mle	0.955,1.058	profile	two	TRUE	0.954813567	1.05796332	FALSE	TRUE	FALSE	mle	199835	3236	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.770323091	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.955,1.058	0.954813567	1.05796332
Retinal_occlusions	0.9157782733	0.7715299439	0.7715299439	259987	2299	257688	-0.01158286972	0.9884839535	TRUE	lrt_mle	0.930,1.055	profile	two	TRUE	0.9303516117	1.05540798	FALSE	TRUE	FALSE	mle	259987	2299	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7715299439	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.930,1.055	0.9303516117	1.05540798
Hammer_toe	0.9157782733	0.7717919996	0.7717919996	196099	8250	187849	-0.006351715843	0.9936684137	TRUE	lrt_mle	0.962,1.030	profile	two	TRUE	0.9616871561	1.030449584	FALSE	TRUE	FALSE	mle	196099	8250	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7717919996	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.962,1.030	0.9616871561	1.030449584
Malignant_neoplasm_of_the_endocrine_glands	0.9157782733	0.7719714856	0.7719714856	259978	3211	256767	0.009493208172	1.009538412	TRUE	lrt_mle	0.955,1.057	profile	two	TRUE	0.9550951054	1.057457088	FALSE	TRUE	FALSE	mle	259978	3211	256767	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7719714856	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.955,1.057	0.9550951054	1.057457088
Mixed_hyperlipidemia	0.9157782733	0.7744319816	0.7744319816	229866	37375	192491	-0.003242806918	0.9967624453	TRUE	lrt_mle	0.980,1.016	profile	two	TRUE	0.9802021231	1.015774997	FALSE	TRUE	FALSE	mle	229866	37375	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7744319816	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.980,1.016	0.9802021231	1.015774997
Rheumatic_fever_and_chronic_rheumatic_heart_diseases	0.9157782733	0.7779384213	0.7779384213	219496	9664	209832	-0.005726073619	0.9942902891	TRUE	lrt_mle	0.965,1.028	profile	two	TRUE	0.9645630322	1.028348755	FALSE	TRUE	FALSE	mle	219496	9664	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7779384213	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.965,1.028	0.9645630322	1.028348755
Elevated_C_reactive_protein_CRP	0.9157782733	0.7786436108	0.7786436108	185452	2879	182573	0.009803213026	1.009851422	TRUE	lrt_mle	0.952,1.061	profile	two	TRUE	0.9517854184	1.061376251	FALSE	TRUE	FALSE	mle	185452	2879	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7786436108	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.952,1.061	0.9517854184	1.061376251
Disorders_of_phosphorus_metabolism	0.9157782733	0.7788435103	0.7788435103	198643	6152	192491	0.007309753337	1.007336535	TRUE	lrt_mle	0.964,1.046	profile	two	TRUE	0.9636381285	1.046418394	FALSE	TRUE	FALSE	mle	198643	6152	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7788435103	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.964,1.046	0.9636381285	1.046418394
Pain_in_hand_and_fingers	0.9157782733	0.778865585	0.778865585	209628	27055	182573	0.003556158931	1.00356249	TRUE	lrt_mle	0.982,1.022	profile	two	TRUE	0.982435298	1.022360515	FALSE	TRUE	FALSE	mle	209628	27055	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.778865585	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.982,1.022	0.982435298	1.022360515
Spontaneous_abortion_or_history_of_recurrent_pregnancy_loss		0.7792207792	0.7792207792	362966	4087	358879	0.009814533306	1.009862854	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	211145	4064	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Disorders_of_diaphragm	0.9157782733	0.7794362265	0.7794362265	211582	1950	209632	-0.0122480678	0.9878266345	TRUE	lrt_mle	0.924,1.061	profile	two	TRUE	0.9237870223	1.061144031	FALSE	TRUE	FALSE	mle	211582	1950	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7794362265	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.924,1.061	0.9237870223	1.061144031
Abnormality_of_gait_and_mobility	0.9157782733	0.7795848605	0.7795848605	232446	18261	214185	0.004224225599	1.00423316	TRUE	lrt_mle	0.979,1.027	profile	two	TRUE	0.979067708	1.026631638	FALSE	TRUE	FALSE	mle	232446	18261	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7795848605	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.979,1.027	0.979067708	1.026631638
Stricture_or_kinking_of_ureter		0.7802197802	0.7802197802	222234	1119	221115	0.01690910614	1.017052874	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	222234	1119	221115	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Graves_disease_Toxic_diffuse_goiter	0.9157782733	0.780536967	0.780536967	194949	2458	192491	0.01110065537	1.011162496	TRUE	lrt_mle	0.945,1.070	profile	two	TRUE	0.944709575	1.070462504	FALSE	TRUE	FALSE	mle	194949	2458	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.780536967	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.945,1.070	0.944709575	1.070462504
Mononeuritis_of_upper_limb	0.9157782733	0.7806557146	0.7806557146	239461	25276	214185	0.003593841558	1.003600307	TRUE	lrt_mle	0.982,1.023	profile	two	TRUE	0.9820798122	1.022756942	FALSE	TRUE	FALSE	mle	239461	25276	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7806557146	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.982,1.023	0.9820798122	1.022756942
Retention_of_urine	0.9157782733	0.7815870498	0.7815870498	239141	18026	221115	-0.00411878512	0.9958896854	TRUE	lrt_mle	0.974,1.021	profile	two	TRUE	0.9741015327	1.020765919	FALSE	TRUE	FALSE	mle	239141	18026	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7815870498	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.974,1.021	0.9741015327	1.020765919
Cyst_or_abscess_of_Bartholins_gland		0.7822177822	0.7822177822	222232	1117	221115	0.01896383838	1.019144794	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	126374	1116	125258	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Bacterial_infections	0.9169783158	0.78363695	0.78363695	299894	51793	248101	0.002581655007	1.00258499	TRUE	lrt_mle	0.987,1.017	profile	two	TRUE	0.9868601641	1.016626268	FALSE	TRUE	FALSE	mle	299894	51793	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.78363695	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.987,1.017	0.9868601641	1.016626268
Malignant_neoplasm_of_the_thoracic_and_respiratory_organs	0.917810895	0.7853750948	0.7853750948	260204	3437	256767	-0.008750058197	0.9912881122	TRUE	lrt_mle	0.944,1.045	profile	two	TRUE	0.9444582611	1.044805035	FALSE	TRUE	FALSE	mle	260204	3437	256767	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.7853750948	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.944,1.045	0.9444582611	1.044805035
Pyuria		0.7882117882	0.7882117882	183752	1179	182573	0.01734859976	1.017499961	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	183752	1179	182573	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
