region	gene	status	overall_p_value	overall_q_value	overall_lrt_stat	overall_h1_lnl	overall_h0_lnl	h1_winner_seed	h0_winner_seed	winner_p0	winner_p1	winner_p2	winner_omega0	winner_omega2_direct	winner_omega2_inverted	winner_kappa	chimp_in_pruned_run_1	chimp_in_pruned_run_2	chimp_in_region_run_1	chimp_in_region_run_2	h0_s1_def_init_kappa_run_2	h0_s1_def_init_omega_run_2	h0_s1_def_key_run_2	h0_s1_def_lnl_run_2	h0_s1_def_status_run_2	h0_s2_pur_init_kappa_run_2	h0_s2_pur_init_omega_run_2	h0_s2_pur_key_run_2	h0_s2_pur_lnl_run_2	h0_s2_pur_status_run_2	h0_s3_pos_init_kappa_run_2	h0_s3_pos_init_omega_run_2	h0_s3_pos_key_run_2	h0_s3_pos_lnl_run_2	h0_s3_pos_status_run_2	h0_s4_mix_init_kappa_run_2	h0_s4_mix_init_omega_run_2	h0_s4_mix_key_run_2	h0_s4_mix_lnl_run_2	h0_s4_mix_status_run_2	h1_s1_def_cmc_kappa_run_2	h1_s1_def_cmc_omega0_run_2	h1_s1_def_cmc_omega2_direct_run_2	h1_s1_def_cmc_omega2_inverted_run_2	h1_s1_def_cmc_p0_run_2	h1_s1_def_cmc_p1_run_2	h1_s1_def_cmc_p2_run_2	h1_s1_def_init_kappa_run_2	h1_s1_def_init_omega_run_2	h1_s1_def_key_run_2	h1_s1_def_lnl_run_2	h1_s1_def_status_run_2	h1_s2_pur_cmc_kappa_run_2	h1_s2_pur_cmc_omega0_run_2	h1_s2_pur_cmc_omega2_direct_run_2	h1_s2_pur_cmc_omega2_inverted_run_2	h1_s2_pur_cmc_p0_run_2	h1_s2_pur_cmc_p1_run_2	h1_s2_pur_cmc_p2_run_2	h1_s2_pur_init_kappa_run_2	h1_s2_pur_init_omega_run_2	h1_s2_pur_key_run_2	h1_s2_pur_lnl_run_2	h1_s2_pur_status_run_2	h1_s3_pos_cmc_kappa_run_2	h1_s3_pos_cmc_omega0_run_2	h1_s3_pos_cmc_omega2_direct_run_2	h1_s3_pos_cmc_omega2_inverted_run_2	h1_s3_pos_cmc_p0_run_2	h1_s3_pos_cmc_p1_run_2	h1_s3_pos_cmc_p2_run_2	h1_s3_pos_init_kappa_run_2	h1_s3_pos_init_omega_run_2	h1_s3_pos_key_run_2	h1_s3_pos_lnl_run_2	h1_s3_pos_status_run_2	h1_s4_mix_cmc_kappa_run_2	h1_s4_mix_cmc_omega0_run_2	h1_s4_mix_cmc_omega2_direct_run_2	h1_s4_mix_cmc_omega2_inverted_run_2	h1_s4_mix_cmc_p0_run_2	h1_s4_mix_cmc_p1_run_2	h1_s4_mix_cmc_p2_run_2	h1_s4_mix_init_kappa_run_2	h1_s4_mix_init_omega_run_2	h1_s4_mix_key_run_2	h1_s4_mix_lnl_run_2	h1_s4_mix_status_run_2	n_leaves_gene_run_1	n_leaves_gene_run_2	n_leaves_pruned_run_1	n_leaves_pruned_run_2	n_leaves_region_run_1	n_leaves_region_run_2	reason_run_1	reason_run_2	status_run_1	status_run_2	taxa_used_run_1	taxa_used_run_2
chr7_5989046_6735643	USP42_ENST00000306177.10	Excluded (or unable to calculate)						all_fail	all_fail								True		True																																																																						83		83		83				success		0AFR_ACB_HG02011_L;0AFR_ACB_HG02011_R;0AFR_MSL_HG03065_L;1AFR_ESN_HG03125_L;1AFR_MSL_HG03486_L;1AFR_YRI_NA19238_R;0AFR_ASW_NA19983_L;0EUR_IBS_HG01505_R;0EUR_CEU_NA12329_L;0EUR_CEU_NA12329_R;0SAS_BEB_HG03009_L;0SAS_STU_HG03683_L;0SAS_BEB_HG03009_R;1EUR_AKJ_NA24385_L;0EUR_TSI_NA20509_L;0EUR_TSI_NA20509_R;0SAS_ITU_HG03732_R;1EUR_FIN_HG00171_R;0EUR_CEU_NA12878_R;1AMR_PUR_HG00731_L;0EUR_FIN_HG00171_L;0AMR_PEL_HG02106_R;0AMR_PUR_HG00732_R;0AMR_PUR_HG00732_L;0EUR_FIN_HG00268_R;0SAS_ITU_HG04217_R;0AMR_PUR_HG00731_R;0EUR_IBS_HG01505_L;0EUR_GBR_HG00096_R;0EUR_GBR_HG00096_L;0AFR_GWD_HG02818_L;1AFR_ESN_HG03371_R;0AFR_LWK_NA19036_L;0AFR_LWK_NA19036_R;0AMR_CLM_HG01114_L;0SAS_STU_HG03683_R;0EAS_CHS_HG00513_R;0AMR_CLM_HG01352_R;0EAS_CDX_HG00864_L;0EAS_JPT_NA18939_L;0EAS_CHS_HG00512_L;0EAS_CDX_HG00864_R;0AMR_CLM_HG01114_R;0EUR_AKJ_NA24385_R;0AMR_PEL_HG02106_L;0AMR_PEL_HG01573_R;0EAS_KHV_HG01596_R;0EAS_CHB_NA18534_L;0EAS_KHV_HG02059_R;0EAS_JPT_NA18939_R;0EAS_KHV_HG02059_L;0SAS_PJL_HG02492_R;0SAS_PJL_HG02492_L;0AFR_ASW_NA19983_R;0AMR_MXL_NA19650_R;0EAS_KHV_HG02018_R;0SAS_ITU_HG03732_L;1EUR_CEU_NA12878_L;0AMR_PEL_HG01573_L;0EUR_FIN_HG00268_L;0AFR_ESN_HG03125_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG01596_L;0EAS_KHV_HG02018_L;0AMR_CLM_HG01352_L;0SAS_GIH_NA20847_R;0AMR_MXL_NA19650_L;0EAS_CHS_HG00513_L;0EAS_CHS_HG00512_R;0SAS_ITU_HG04217_L;0AFR_ESN_HG03371_L;0AFR_YRI_NA19239_R;0AFR_GWD_HG02587_R;0AFR_MSL_HG03486_R;0AFR_YRI_NA19239_L;0AFR_GWD_HG02587_L;0AFR_GWD_HG02818_R;0AFR_MSL_HG03065_R;0AFR_YRI_NA19238_L;0AFR_LWK_NA19434_L;0AFR_LWK_NA19434_R;1SAS_GIH_NA20847_L;PanTro6	
chr8_7301024_12598379	TNKS_ENST00000310430.11	Excluded (or unable to calculate)						all_fail	all_fail								True		True																																																																						83		83		83				success		0AFR_ACB_HG02011_L;0AFR_MSL_HG03065_R;0AFR_ESN_HG03371_L;0AFR_GWD_HG02818_R;0AFR_GWD_HG02587_L;0AFR_ESN_HG03125_L;0AFR_MSL_HG03065_L;0AFR_LWK_NA19036_L;1AFR_ESN_HG03371_R;1AFR_ESN_HG03125_R;1AFR_YRI_NA19239_R;1AFR_LWK_NA19434_L;1AFR_ACB_HG02011_R;1AFR_YRI_NA19239_L;1AFR_GWD_HG02818_L;1AFR_ASW_NA19983_L;1AFR_LWK_NA19036_R;0AMR_CLM_HG01352_L;1SAS_ITU_HG03732_R;1SAS_ITU_HG03732_L;0EUR_GBR_HG00096_R;1EUR_CEU_NA12878_R;1EUR_FIN_HG00171_R;1AMR_CLM_HG01114_R;1AMR_PEL_HG01573_R;1EUR_AKJ_NA24385_L;1EUR_FIN_HG00268_L;1AMR_PUR_HG00732_L;1AMR_MXL_NA19650_L;1AMR_PUR_HG00731_L;1EUR_FIN_HG00268_R;1AMR_MXL_NA19650_R;1EUR_CEU_NA12878_L;1EUR_TSI_NA20509_R;1AMR_PUR_HG00731_R;0EUR_IBS_HG01505_R;1EUR_FIN_HG00171_L;1SAS_BEB_HG03009_L;1EUR_CEU_NA12329_L;1AFR_ASW_NA19983_R;1SAS_ITU_HG04217_R;1SAS_BEB_HG03009_R;1SAS_PJL_HG02492_R;1AFR_LWK_NA19434_R;1AFR_YRI_NA19238_L;1AFR_MSL_HG03486_L;1AFR_YRI_NA19238_R;1AFR_MSL_HG03486_R;0AFR_GWD_HG02587_R;1EAS_JPT_NA18939_R;0AMR_CLM_HG01114_L;0EAS_CDX_HG00864_L;0AMR_PEL_HG02106_L;0SAS_GIH_NA20847_L;0SAS_STU_HG03683_R;1EAS_CHS_HG00513_R;0AMR_PEL_HG01573_L;0AMR_PEL_HG02106_R;0EUR_TSI_NA20509_L;0SAS_STU_HG03683_L;0EAS_CDX_HG00864_R;0EAS_CHB_NA18534_L;0EAS_CHS_HG00512_R;0EAS_CHS_HG00512_L;0EUR_CEU_NA12329_R;0EAS_KHV_HG02059_R;1EUR_GBR_HG00096_L;0EAS_JPT_NA18939_L;0SAS_PJL_HG02492_L;0EAS_KHV_HG01596_L;0SAS_GIH_NA20847_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG02018_L;1AMR_CLM_HG01352_R;0EAS_KHV_HG01596_R;0EAS_KHV_HG02018_R;0AMR_PUR_HG00732_R;0EUR_IBS_HG01505_L;0EAS_KHV_HG02059_L;0SAS_ITU_HG04217_L;0EAS_CHS_HG00513_L;0EUR_AKJ_NA24385_R;PanTro6	
chr1_248128773_248428856	OR2M5_ENST00000366476.1	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr2_87987171_111255403	CIAO1_ENST00000488633.2	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr8_7301024_12598379	DEFB107B_ENST00000355602.3	Usable: complete data	1	1	0	-296.004	-296.004	s1_def_run_2	s3_pos_run_2	0	0	1	0	0	0.0001	1.10547	True	True	True	True	2	0.4	49596ba6f4acd60acdb55d7d62841c32bfb7df7d7fcf825488debec15745c2a5	-296.62	success	1	0.05	4003a3ba45d6b27c2f4c8b77104a89f4226109680097cdb97c33a4c9f3c85747	-296.62	success	3	2.5	6db03515bee2bb9ac5b018deb531bce62024fb1397158e036f99d6c05009cc13	-296.004	success	5	0.8	c1d1e0327e14b90d2f0f244f9650b43e7bbecdaf29004c3a229bcc8bc6dabfc2	-296.004	success	1.10547	0	0	0.0001	0	0	1	2	0.4	410c37c5da5c2fa94dbffc2087eb5d1d76f975d95bcc399e6591449a514bcc95	-296.004	success	1.10547	1	0	0.0001	0	0	1	1	0.05	d35b85a8e946d047459c4453e6bd89caeb8916ae7c0ac490b1e5a4858f62de6c	-296.004	success	1.10547	1	0	0.0001	0	0	1	3	2.5	49b34529a010e78bffd9709422d865afc1949c6af74e5356e00ebe4a2f201da8	-296.004	success	1.10547	0	0	0.0001	0	0	1	5	0.8	9ef34f5338de89355a59e5a4831c4f2f9962e643c178033e6501775b88145b78	-296.004	success	83	83	83	83	83	83			success	success	0AFR_ACB_HG02011_L;0AFR_MSL_HG03065_R;0AFR_ESN_HG03371_L;0AFR_GWD_HG02818_R;0AFR_GWD_HG02587_L;0AFR_ESN_HG03125_L;0AFR_MSL_HG03065_L;0AFR_LWK_NA19036_L;1AFR_ESN_HG03371_R;1AFR_ESN_HG03125_R;1AFR_YRI_NA19239_R;1AFR_LWK_NA19434_L;1AFR_ACB_HG02011_R;1AFR_YRI_NA19239_L;1AFR_GWD_HG02818_L;1AFR_ASW_NA19983_L;1AFR_LWK_NA19036_R;0AMR_CLM_HG01352_L;1SAS_ITU_HG03732_R;1SAS_ITU_HG03732_L;0EUR_GBR_HG00096_R;1EUR_CEU_NA12878_R;1EUR_FIN_HG00171_R;1AMR_CLM_HG01114_R;1AMR_PEL_HG01573_R;1EUR_AKJ_NA24385_L;1EUR_FIN_HG00268_L;1AMR_PUR_HG00732_L;1AMR_MXL_NA19650_L;1AMR_PUR_HG00731_L;1EUR_FIN_HG00268_R;1AMR_MXL_NA19650_R;1EUR_CEU_NA12878_L;1EUR_TSI_NA20509_R;1AMR_PUR_HG00731_R;0EUR_IBS_HG01505_R;1EUR_FIN_HG00171_L;1SAS_BEB_HG03009_L;1EUR_CEU_NA12329_L;1AFR_ASW_NA19983_R;1SAS_ITU_HG04217_R;1SAS_BEB_HG03009_R;1SAS_PJL_HG02492_R;1AFR_LWK_NA19434_R;1AFR_YRI_NA19238_L;1AFR_MSL_HG03486_L;1AFR_YRI_NA19238_R;1AFR_MSL_HG03486_R;0AFR_GWD_HG02587_R;1EAS_JPT_NA18939_R;0AMR_CLM_HG01114_L;0EAS_CDX_HG00864_L;0AMR_PEL_HG02106_L;0SAS_GIH_NA20847_L;0SAS_STU_HG03683_R;1EAS_CHS_HG00513_R;0AMR_PEL_HG01573_L;0AMR_PEL_HG02106_R;0EUR_TSI_NA20509_L;0SAS_STU_HG03683_L;0EAS_CDX_HG00864_R;0EAS_CHB_NA18534_L;0EAS_CHS_HG00512_R;0EAS_CHS_HG00512_L;0EUR_CEU_NA12329_R;0EAS_KHV_HG02059_R;1EUR_GBR_HG00096_L;0EAS_JPT_NA18939_L;0SAS_PJL_HG02492_L;0EAS_KHV_HG01596_L;0SAS_GIH_NA20847_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG02018_L;1AMR_CLM_HG01352_R;0EAS_KHV_HG01596_R;0EAS_KHV_HG02018_R;0AMR_PUR_HG00732_R;0EUR_IBS_HG01505_L;0EAS_KHV_HG02059_L;0SAS_ITU_HG04217_L;0EAS_CHS_HG00513_L;0EUR_AKJ_NA24385_R;PanTro6	0AFR_ACB_HG02011_L;0AFR_MSL_HG03065_R;0AFR_ESN_HG03371_L;0AFR_GWD_HG02818_R;0AFR_GWD_HG02587_L;0AFR_ESN_HG03125_L;0AFR_MSL_HG03065_L;0AFR_GWD_HG02587_R;0AMR_CLM_HG01114_L;0EAS_CDX_HG00864_L;0AMR_PEL_HG02106_L;0SAS_GIH_NA20847_L;0SAS_STU_HG03683_R;1EAS_CHS_HG00513_R;0AMR_PEL_HG01573_L;0AMR_PEL_HG02106_R;0EUR_TSI_NA20509_L;0SAS_STU_HG03683_L;0EAS_CDX_HG00864_R;0EAS_CHB_NA18534_L;0EAS_CHS_HG00512_R;0EAS_CHS_HG00512_L;0EUR_CEU_NA12329_R;0EAS_KHV_HG02059_R;1EUR_GBR_HG00096_L;0EAS_JPT_NA18939_L;0SAS_PJL_HG02492_L;0EAS_KHV_HG01596_L;0SAS_GIH_NA20847_R;0AMR_PUR_HG00732_R;0EUR_IBS_HG01505_L;0EAS_KHV_HG02059_L;0SAS_ITU_HG04217_L;0EAS_CHS_HG00513_L;0EUR_AKJ_NA24385_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG02018_L;1AMR_CLM_HG01352_R;0EAS_KHV_HG01596_R;0EAS_KHV_HG02018_R;1EAS_JPT_NA18939_R;1AFR_MSL_HG03486_L;1AFR_YRI_NA19238_R;1AFR_MSL_HG03486_R;1AFR_LWK_NA19434_R;1AFR_YRI_NA19238_L;0AFR_LWK_NA19036_L;1AFR_ESN_HG03371_R;1AFR_ESN_HG03125_R;1AFR_YRI_NA19239_R;1AFR_LWK_NA19434_L;1AFR_ACB_HG02011_R;1AFR_YRI_NA19239_L;1AFR_GWD_HG02818_L;1AFR_ASW_NA19983_L;1AFR_LWK_NA19036_R;0AMR_CLM_HG01352_L;1SAS_ITU_HG03732_R;1SAS_ITU_HG03732_L;0EUR_GBR_HG00096_R;1EUR_CEU_NA12878_R;1EUR_FIN_HG00171_R;1AMR_CLM_HG01114_R;1AMR_PEL_HG01573_R;1EUR_AKJ_NA24385_L;1EUR_FIN_HG00268_L;1AMR_PUR_HG00732_L;1AMR_MXL_NA19650_L;1AMR_PUR_HG00731_L;1EUR_FIN_HG00268_R;1AMR_MXL_NA19650_R;1EUR_CEU_NA12878_L;1EUR_TSI_NA20509_R;1AMR_PUR_HG00731_R;0EUR_IBS_HG01505_R;1EUR_FIN_HG00171_L;1SAS_BEB_HG03009_L;1EUR_CEU_NA12329_L;1AFR_ASW_NA19983_R;1SAS_ITU_HG04217_R;1SAS_BEB_HG03009_R;1SAS_PJL_HG02492_R;PanTro6
chr7_5989046_6735643	ZNF316_ENST00000382252.6	Excluded (or unable to calculate)						all_fail	all_fail								True		True																																																																						83		83		83				success		0AFR_ACB_HG02011_L;0AFR_ACB_HG02011_R;0AFR_MSL_HG03065_L;1AFR_ESN_HG03125_L;1AFR_MSL_HG03486_L;1AFR_YRI_NA19238_R;0AFR_ASW_NA19983_L;0EUR_IBS_HG01505_R;0EUR_CEU_NA12329_L;0EUR_CEU_NA12329_R;0SAS_BEB_HG03009_L;0SAS_STU_HG03683_L;0SAS_BEB_HG03009_R;1EUR_AKJ_NA24385_L;0EUR_TSI_NA20509_L;0EUR_TSI_NA20509_R;0SAS_ITU_HG03732_R;1EUR_FIN_HG00171_R;0EUR_CEU_NA12878_R;1AMR_PUR_HG00731_L;0EUR_FIN_HG00171_L;0AMR_PEL_HG02106_R;0AMR_PUR_HG00732_R;0AMR_PUR_HG00732_L;0EUR_FIN_HG00268_R;0SAS_ITU_HG04217_R;0AMR_PUR_HG00731_R;0EUR_IBS_HG01505_L;0EUR_GBR_HG00096_R;0EUR_GBR_HG00096_L;0AFR_GWD_HG02818_L;1AFR_ESN_HG03371_R;0AFR_LWK_NA19036_L;0AFR_LWK_NA19036_R;0AMR_CLM_HG01114_L;0SAS_STU_HG03683_R;0EAS_CHS_HG00513_R;0AMR_CLM_HG01352_R;0EAS_CDX_HG00864_L;0EAS_JPT_NA18939_L;0EAS_CHS_HG00512_L;0EAS_CDX_HG00864_R;0AMR_CLM_HG01114_R;0EUR_AKJ_NA24385_R;0AMR_PEL_HG02106_L;0AMR_PEL_HG01573_R;0EAS_KHV_HG01596_R;0EAS_CHB_NA18534_L;0EAS_KHV_HG02059_R;0EAS_JPT_NA18939_R;0EAS_KHV_HG02059_L;0SAS_PJL_HG02492_R;0SAS_PJL_HG02492_L;0AFR_ASW_NA19983_R;0AMR_MXL_NA19650_R;0EAS_KHV_HG02018_R;0SAS_ITU_HG03732_L;1EUR_CEU_NA12878_L;0AMR_PEL_HG01573_L;0EUR_FIN_HG00268_L;0AFR_ESN_HG03125_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG01596_L;0EAS_KHV_HG02018_L;0AMR_CLM_HG01352_L;0SAS_GIH_NA20847_R;0AMR_MXL_NA19650_L;0EAS_CHS_HG00513_L;0EAS_CHS_HG00512_R;0SAS_ITU_HG04217_L;0AFR_ESN_HG03371_L;0AFR_YRI_NA19239_R;0AFR_GWD_HG02587_R;0AFR_MSL_HG03486_R;0AFR_YRI_NA19239_L;0AFR_GWD_HG02587_L;0AFR_GWD_HG02818_R;0AFR_MSL_HG03065_R;0AFR_YRI_NA19238_L;0AFR_LWK_NA19434_L;0AFR_LWK_NA19434_R;1SAS_GIH_NA20847_L;PanTro6	
chr8_7301024_12598379	GATA4_ENST00000532059.6	Usable: complete data	0.841481	1	0.04	-1835.91	-1835.93	s1_def_run_2	s1_def_run_2	0.99187	0	0.00813	0	52.6203	63.0436	16.5153	True	True	True	True	2	0.4	f2f72407fac3836e5e23809a3c887fae9509ed723a1a02ddad82cf4d1d752eb1	-1835.93	success	1	0.05	ccf4224b7eff2be5cb024937dde7251ca35eefa113fe6167156717cfb6c74071	-1857.04	success	3	2.5	5063083599350569d0bdd8399f4af072acbb2476787962eb98881d4a950bf6af	-1835.93	success	5	0.8	9161c4606490c2c95547b50cc63a72d6c481c947c5cb498c06f87245db0f48a9	-1835.93	success	16.5153	0	52.6203	63.0436	0.99187	0	0.00813	2	0.4	8ddeed908512598b76807573d1bb8428ff7ba8953702b996b4343e3b29c0430a	-1835.91	success	16.7867	0	0	0.0001	0	0.04088	0.95912	1	0.05	a40b2b3c9761319ed5668f17bf1d38eb410b485114574318676754312e1bd252	-1857.04	success	16.5125	0	52.5825	63.0563	0.99187	0	0.00813	3	2.5	39de585a0f1955c59608f0a4df65370e8b87dbd37cd0d71d30035ed6e21cd968	-1835.91	success	16.7837	0	0	0.0001	0.95908	0.04092	0	5	0.8	3ea16f0569bf578d826321664357da2b46e9d3bd768d28735012224315118057	-1857.04	success	83	83	83	83	83	83			success	success	0AFR_ACB_HG02011_L;0AFR_MSL_HG03065_R;0AFR_ESN_HG03371_L;0AFR_GWD_HG02818_R;0AFR_GWD_HG02587_L;0AFR_ESN_HG03125_L;0AFR_MSL_HG03065_L;0AFR_LWK_NA19036_L;1AFR_ESN_HG03371_R;1AFR_ESN_HG03125_R;1AFR_YRI_NA19239_R;1AFR_LWK_NA19434_L;1AFR_ACB_HG02011_R;1AFR_YRI_NA19239_L;1AFR_GWD_HG02818_L;1AFR_ASW_NA19983_L;1AFR_LWK_NA19036_R;0AMR_CLM_HG01352_L;1SAS_ITU_HG03732_R;1SAS_ITU_HG03732_L;0EUR_GBR_HG00096_R;1EUR_CEU_NA12878_R;1EUR_FIN_HG00171_R;1AMR_CLM_HG01114_R;1AMR_PEL_HG01573_R;1EUR_AKJ_NA24385_L;1EUR_FIN_HG00268_L;1AMR_PUR_HG00732_L;1AMR_MXL_NA19650_L;1AMR_PUR_HG00731_L;1EUR_FIN_HG00268_R;1AMR_MXL_NA19650_R;1EUR_CEU_NA12878_L;1EUR_TSI_NA20509_R;1AMR_PUR_HG00731_R;0EUR_IBS_HG01505_R;1EUR_FIN_HG00171_L;1SAS_BEB_HG03009_L;1EUR_CEU_NA12329_L;1AFR_ASW_NA19983_R;1SAS_ITU_HG04217_R;1SAS_BEB_HG03009_R;1SAS_PJL_HG02492_R;1AFR_LWK_NA19434_R;1AFR_YRI_NA19238_L;1AFR_MSL_HG03486_L;1AFR_YRI_NA19238_R;1AFR_MSL_HG03486_R;0AFR_GWD_HG02587_R;1EAS_JPT_NA18939_R;0AMR_CLM_HG01114_L;0EAS_CDX_HG00864_L;0AMR_PEL_HG02106_L;0SAS_GIH_NA20847_L;0SAS_STU_HG03683_R;1EAS_CHS_HG00513_R;0AMR_PEL_HG01573_L;0AMR_PEL_HG02106_R;0EUR_TSI_NA20509_L;0SAS_STU_HG03683_L;0EAS_CDX_HG00864_R;0EAS_CHB_NA18534_L;0EAS_CHS_HG00512_R;0EAS_CHS_HG00512_L;0EUR_CEU_NA12329_R;0EAS_KHV_HG02059_R;1EUR_GBR_HG00096_L;0EAS_JPT_NA18939_L;0SAS_PJL_HG02492_L;0EAS_KHV_HG01596_L;0SAS_GIH_NA20847_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG02018_L;1AMR_CLM_HG01352_R;0EAS_KHV_HG01596_R;0EAS_KHV_HG02018_R;0AMR_PUR_HG00732_R;0EUR_IBS_HG01505_L;0EAS_KHV_HG02059_L;0SAS_ITU_HG04217_L;0EAS_CHS_HG00513_L;0EUR_AKJ_NA24385_R;PanTro6	0AFR_ACB_HG02011_L;0AFR_MSL_HG03065_R;0AFR_ESN_HG03371_L;0AFR_GWD_HG02818_R;0AFR_GWD_HG02587_L;0AFR_ESN_HG03125_L;0AFR_MSL_HG03065_L;0AFR_GWD_HG02587_R;0AMR_CLM_HG01114_L;0EAS_CDX_HG00864_L;0AMR_PEL_HG02106_L;0SAS_GIH_NA20847_L;0SAS_STU_HG03683_R;1EAS_CHS_HG00513_R;0AMR_PEL_HG01573_L;0AMR_PEL_HG02106_R;0EUR_TSI_NA20509_L;0SAS_STU_HG03683_L;0EAS_CDX_HG00864_R;0EAS_CHB_NA18534_L;0EAS_CHS_HG00512_R;0EAS_CHS_HG00512_L;0EUR_CEU_NA12329_R;0EAS_KHV_HG02059_R;1EUR_GBR_HG00096_L;0EAS_JPT_NA18939_L;0SAS_PJL_HG02492_L;0EAS_KHV_HG01596_L;0SAS_GIH_NA20847_R;0AMR_PUR_HG00732_R;0EUR_IBS_HG01505_L;0EAS_KHV_HG02059_L;0SAS_ITU_HG04217_L;0EAS_CHS_HG00513_L;0EUR_AKJ_NA24385_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG02018_L;1AMR_CLM_HG01352_R;0EAS_KHV_HG01596_R;0EAS_KHV_HG02018_R;1EAS_JPT_NA18939_R;1AFR_MSL_HG03486_L;1AFR_YRI_NA19238_R;1AFR_MSL_HG03486_R;1AFR_LWK_NA19434_R;1AFR_YRI_NA19238_L;0AFR_LWK_NA19036_L;1AFR_ESN_HG03371_R;1AFR_ESN_HG03125_R;1AFR_YRI_NA19239_R;1AFR_LWK_NA19434_L;1AFR_ACB_HG02011_R;1AFR_YRI_NA19239_L;1AFR_GWD_HG02818_L;1AFR_ASW_NA19983_L;1AFR_LWK_NA19036_R;0AMR_CLM_HG01352_L;1SAS_ITU_HG03732_R;1SAS_ITU_HG03732_L;0EUR_GBR_HG00096_R;1EUR_CEU_NA12878_R;1EUR_FIN_HG00171_R;1AMR_CLM_HG01114_R;1AMR_PEL_HG01573_R;1EUR_AKJ_NA24385_L;1EUR_FIN_HG00268_L;1AMR_PUR_HG00732_L;1AMR_MXL_NA19650_L;1AMR_PUR_HG00731_L;1EUR_FIN_HG00268_R;1AMR_MXL_NA19650_R;1EUR_CEU_NA12878_L;1EUR_TSI_NA20509_R;1AMR_PUR_HG00731_R;0EUR_IBS_HG01505_R;1EUR_FIN_HG00171_L;1SAS_BEB_HG03009_L;1EUR_CEU_NA12329_L;1AFR_ASW_NA19983_R;1SAS_ITU_HG04217_R;1SAS_BEB_HG03009_R;1SAS_PJL_HG02492_R;PanTro6
chr17_16823490_18384190	MPRIP_ENST00000651222.2	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr2_87987171_111255403	SLC9A4_ENST00000295269.5	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr2_87987171_111255403	ANKRD36_ENST00000420699.9	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
